332,TRS,FL,AirTran,United States
333,GOE,GO,GO,United Kingdom
334,SAM,MM,Sociedad Aeronautica de Medellin (SAM),Colombia
336,AAG,7M,Air Atlantique,United Kingdom
337,SCX,SY,Sun Country Airlines,United States
338,RVV,RV,Reeve Aleutian Airways,United States
339,PEN,KS,Penair,United States
340,FBF,FB,Fine Air Services,United States
341,EEA,EU,Ecuatoriana Airlines,Ecuador
342,POT,YQ,Polet Cargo Airlines,Cyprus
343,VSP,VP,VASP,Brazil
344,LYC,L2,Lynden Air Cargo,United States
345,NAC,NC,Northern Air Cargo,United States
346,VAP,9R,Phuket Airlines,Thailand
348,GJB,TY,Trans Air Link,United States
350,MVR,6M,Maverick Airways,United States
352,MPD,A7,Air Comet,Spain
353,JTA,NU,Japan TransOcean Air,Japan
354,KHO,KO,Khors Aircompany,Ukraine
355,ESF,E7,Estafeta Carga Aerea,Mexico
356,MUI,P6,Trans Air,United States
357,GAA,HL,Business Express (Delta Connection),United States
358,GCO,GR,Gemini Air Cargo,United States
359,URN,3T,Turan Air,Azerbaijan
362,FJE,Y7,Silverjet Cargo/Flyjet,United Kingdom
363,CHQ,US,Chautauqua Airlines,United States
366,AMT,TZ,ATA Airlines,United States
367,MAK,IN,Macedonian Airlines-MAT,Macedonia
369,GTI,5Y,Atlas Air,United States
372,LDI,L4,Lauda Air Italy,Italy
373,CTT,DG,Custom Air Transport,United States
374,MCK,CC,MacAir Airlines,Australia
375,SWI,SM,Sunworld International Airlines,United States
376,BET,,BETA Cargo - Brasilian Express Transportes Aéreos,Brazil
378,CAY,KX,Cayman Airways,Cayman Is
379,LBY,LZ,Belle Air,Albania
381,VES,VI,Vieques Air Link,Puerto Rico
383,RNL,QL,Aero Lanka,Sri Lanka
384,ROA,QQ,Reno Air,United States
385,LKR,6F,Laker Airways,United States
386,AAI,AX,Air Aurora,United States
386,MXJ,MY,Maxjet Airways,United States
388,PXA,KW,Pan American World Airways,United States
390,AEE,A3,Aegean Airlines,Greece
391,MBN,Q3,Zambian Airways,Zambia
394,DJA,HO,Antinea Airlines,United Kingdom
399,KKB,WV,Air South Airlines,United States
400,PNW,PF,Palestinian Airlines,Palestine
401,AWE,HP,America West Airlines,United States
403,PAC,PO,Polar Air Cargo,United States
405,SCH,AW,Schreiner Airways,Netherlands
406,UPS,5X,UPS Airlines,United States
407,SNG,V7,Air Senegal International,Senegal
408,LCG,6V,Lignes Aeriennes Congolaises - LAC,Congo DR
409,MGX,YM,Montenegro Airlines,Serbia
410,AZS,ZR,Aviacon Zitotrans,Russia
412,VDA,VI,Volga-Dnepr Airlines,Russia
414,LOF,AX,Trans States Airlines,United States
416,NCR,N8,National Airlines,United States
417,BRC,E6,Bringer Air Cargo,Brazil
420,IKA,GI,Itek Air,Kyrgyzstan
421,SBI,S7,S7 Airlines,Russia
423,BCS,QY,European Air Transport,Belgium
424,SCI,C7,Special Cargo Airlines,Russia
425,MTW,YD,Mauritania Airways,Mauritania
426,CJC,9L,Colgan Air,United States
427,FWI,TX,Air Caraibes,Guadaloupe
428,MVL,H5,Magadan Airlines,Russia
429,RDN,D7,Dinar Lineas Aereas,Argentina
430,FLG,9E,Pinnacle Airlines,United States
435,,3X,Premier Trans Aire,United States
436,LAJ,KJ,British Mediterranean Airways,United Kingdom
438,SHY,,Sky Airlines,Turkey
439,AAF,ZI,Aigle Azur Transport Aériens,France
442,FIF,OF,Air Finland,Finland
444,KZU,GO,ULS Airlines Cargo,Turkey
445,NZM,NM,Mount Cook,New Zealand
449,GFT,3M,Gulfstream International Airlines,United States
450,RLC,,Avial Air Company,Russia
452,KZK,9Y,Air Kazakhstan,Kazakhstan
453,MEP,YX,Midwest Airlines,United States
454,GIP,2U,Air Guinee Express,Guinea
455,NAO,XG,North American Airlines,United States
457,CXT,DQ,Coastal Air Transport,Virgin Is (USA)
459,RWD,WB,Rwandair Express,Rwanda
462,LNE,XL,LAN Ecuador,Ecuador
463,AZQ,ZP,Silk Way Airlines,Azerbaijan
464,CFS,EM,Empire Airlines,United States
465,KZR,KC,Air Astana,Kazakhstan
465,KZR,,Air Astana,Kazakhstan
466,AFX,5Z,Airfreight Express,United Kingdom
467,EZE,T3,Eastern Airways,United Kingdom
468,WOA,WO,World Airways,United States
469,DSM,4M,LAN Argentina,Argentina
470,SGK,K9,Skyward Aviation,Canada
471,AMW,ZV,Air Midwest,United States
473,XLF,SE,XL Airways France,France
474,IBB,NT,Binter Canarias,Canary Is
475,ECA,UI,Eurocypria Airlines,Cyprus
477,BTA,XE,ExpressJet,United States
478,MRK,BF,Markair,United States
479,CSZ,ZH,Shenzhen Airlines,China PRC
480,BLR,DH,Atlantic Coast Airlines (United Express),United States
481,QXE,QX,Horizon Air,United States
483,BKL,X3,Baikal,Russia
484,ABQ,ED,Airblue,Pakistan
485,ACP,8V,Astral Aviation,Kenya
487,NKS,NK,Spirit Airlines,United States
488,WDY,C8,Chicago Express Airlines,United States
489,CJT,W8,Cargojet Airways,Canada
494,EIA,EZ,Evergreen International Airlines,United States
495,HAR,,Harbour Airlines,United States
497,DMO,E3,Domodedovo Airlines,Russia
499,KJC,7B,KrasAir,Russia
500,GEO,DA,Air Georgia,Georgia
501,AKT,V2,Karat,Russia
502,TJK,7J,Tajikair,Tajikistan
503,LRS,RZ,SANSA Servicios Aereos Nacionales,Costa Rica
504,JEV,N7,Lagun Air,Spain
509,RZL,Z9,Aero Zambia,South Africa
510,LAB,JF,Lab Flying Service,United States
511,LLM,YL,Yamal Airlines,Russia
512,RJA,RJ,Royal Jordanian,Jordan
513,CDO,7G,Cargo d´Or,United Kingdom
513,MKA,7G,MK Airlines,United Kingdom
515,DTH,SF,Tassili Airlines,Algeria
516,LTN,,Aerolineas Latinas (Aerolatin),Venezuela
517,FTA,2F,Frontier Flying Service,United States
518,MPE,5T,Canadian North,Canada
519,MLA,Q5,40 Mile Air,United States
520,ELK,S8,ELK-Estonian Aviation Company,Estonia
524,XME,XM,Australian Air Express,Australia
525,UIA,B7,UNI Air,Taiwan ROC
526,SWA,WN,Southwest Airlines,United States
527,LPV,A6,Air Alps,Austria
528,EAV,ZN,Eagle Airlines,Austria
529,CIU,A2,Cielos Airlines,Peru
530,TPU,T0,TACA Peru,Peru
532,RSO,E4,Aero Asia International,Pakistan
533,ASH,YV,Mesa Airlines,United States
534,RMV,WQ,Romavia,Romania
536,STY,Z2,Styrian Airlines,Austria
537,IRM,W5,Mahan Air,Iran
538,KIA,KP,Kiwi International Airlines,United States
539,TSE,TH,Transmile Air Services,Malaysia
540,PSD,TO,President Airlines,Cambodia
541,BML,5Z,Bismillah Airlines,Bangladesh
542,TUA,T5,Turkmenistan Airlines,Turkmenistan
543,LEI,,Leisure International Airways,United Kingdom
544,LPE,LP,Lan Peru,Peru
545,,X8,Icaro,Ecuador
546,AAW,8U,Afriqiyah Airways,Libya
548,MOD,M9,ModiLuft,India
549,TUS,M3,ABSA Cargo Airline,Brazil
550,PIC,BL,Jetstar Pacific Airlines,Vietnam
551,SFB,CT,Air Sofia,Bulgaria
553,FCX,FC,Falcon Express Cargo Airline,Dubai
555,AFL,SU,Aeroflot-Russian Airlines,Russia
556,TRQ,6N,Trans Travel Airlines,Netherlands
557,KRS,6K,Korsar Airlines,Russia
559,DCE,K8,Dutch Caribbean Airlines,Cura‡ao
560,KHB,H8,Dalavia,Russia
562,ASZ,OB,Astrakhan Airlines,Russia
564,SXS,XQ,SunExpress,Turkey
566,AUI,PS,Ukraine International Airlines,Ukraine
567,NTW,CE,Nationwide Air,South Africa
568,ANV,LW,Pacific Wings,United States
569,LBH,7Z,Laker Bahamas,United States
572,MLD,9U,Air Moldova,Moldova
573,GJS,G7,GoJet Airlines,United States
574,AJK,4W,Allied Air,Nigeria
575,COY,7C,Coyne Airways,United Kingdom
578,OEA,OX,Orient Thai Airlines,Thailand
580,ABW,RU,AirBridgeCargo Airlines,Russia
582,MES,XJ,Mesaba Aviation,United States
584,OAU,,Oriol Avia Soviet Austrian,Russia
587,SEE,,Shaheen Air Cargo,Pakistan
589,JAI,9W,Jet Airways,India
591,EWW,EB,Emery Worldwide,United States
592,CYH,3Q,Yunnan Airlines,China PRC
593,GNT,II,Business Air,United Kingdom
594,RWG,RX,Redwing Airways,United States
595,NTS,,Cirrusair,United States
596,CMI,CS,Continental Micronesia,Guam
597,SIH,SI,Skynet Airlines,Ireland
598,SHU,HZ,SAT Airlines,Russia
600,CBB,BB,Cargo B,Belgium
601,CVC,J7,Centre-Avia Airlines,Russia
602,SCB,2E,Sky Cabs,Sri Lanka
603,ALK,UL,SriLankan Airlines,Sri Lanka
605,,,Jamaica Air Freighters,Jamaica
606,MTQ,NN,Air Martinique,Martinique
606,TGZ,A9,Georgian Airways,Georgia
607,ETD,EY,Etihad Crystal Cargo,Abu Dhabi
609,TRL,T4,TransEast Airlines,Latvia
610,KKK,KK,Atlasjet,Turkey
612,CYM,,Compass Airlines,Australia
613,JBA,JB,Helijet Airways,Canada
614,AUB,IQ,Augsburg Airways,Germany
614,IRT,IQ,Interot Airways,Germany
616,AGJ,JG,Air Greece-Aerodromis,Greece
617,HLF,HF,TUIfly,Germany
618,SQC,SQ,Singapore Airlines Cargo,Singapore
620,BDA,BZ,Blue Dart Aviation,India
621,MNA,MZ,Merpati Nusantara,Indonesia
622,CAV,MO,Calm Air International ltd,Canada
623,LZB,FB,Bulgaria Air,Bulgaria
624,PGT,H9,Pegasus,Turkey
625,ILN,D6,Interair South Africa,South Africa
627,LAO,QV,Lao Airlines,Laos
628,BRU,B2,Belavia,Belarus
629,SLK,MI,SilkAir,Singapore
630,VKG,DK,Thomas Cook Airlines Scandinavia,Denmark
631,GRL,GL,Air Greenland,Greenland
632,BLS,JV,Bearskin Airlines,United States
633,AEF,YP,Aero Lloyd,Germany
634,GLR,9M,Central Mountain Air,Canada
635,IYE,IY,Yemenia Airways,Yemen
636,BOT,BP,Air Botswana,Botswana
637,ERT,B8,Eritrean Airlines,Eritrea
639,LBC,LV,Albanian Airlines,Albania
640,SFR,FA,Safair,South Africa
642,SLI,5D,AeroMéxico Connect,Mexico
643,AMC,KM,Air Malta,Malta
644,SLR,Q7,Sobelair,Belgium
646,MIN,IW,AOM-Minerve,France
647,CIM,QI,Cimber Sterling,Denmark
648,AIN,,African International Airways,South Africa
649,TSC,TS,Air Transat,Canada
651,CXJ,XO,Xinjiang Airlines,China PRC
652,ICB,HH,Islandsflug,Iceland
654,ODS,5K,State Air Company Odessa Airlines,Ukraine
656,ANG,PX,Air Niugini,Papua New Guinea
657,BTI,BT,Air Baltic,Latvia
657,BRY,BC,Brymon Airways,United Kingdom
658,MMX,M8,AirMax Cargo,Peru
659,LIT,FU,Air Littoral,France
660,ITM,K9,Itapemirim Transportes Aereos,Brazil
661,,6G,Gabon Airlines Cargo,Gabon
663,,EO,Demavia Airlines,Belgium
665,VEX,TV,Virgin Express,Belgium
666,BOU,BO,Bouraq Airlines,Indonesia
667,AEL,PE,Air Europe,Italy
668,NWT,NV,NWT Air,Canada
669,RNV,U8,Armavia,Armenia
670,TSO,UN,Transaero Airlines,Russia
671,HLS,9F,Haiti Air Freight International,Haiti
672,RBA,BI,Royal Brunei Airlines,Brunei
673,UGA,QU,Uganda Airlines,Uganda
674,OZW,XR,Skywest Airlines,Australia
675,AMU,NX,Air Macau,Macau
676,AFB,WK,American Falcon,Argentina
677,FAJ,PC,Air Fiji,Fiji
679,ACY,F5,Archana Airways,India
680,JKK,JK,Spanair,Spain
681,HEJ,T4,Hellas Jet,Greece
683,CLH,CL,Lufthansa CityLine,Germany
684,GEG,6R,Georgian Airlines,Georgia
685,PGA,NI,Portugália Airlines,Portugal
686,AZM,,Aero Cozumel,Mexico
687,AAH,KH,Aloha Air Cargo,United States
688,JAA,EG,Japan Asia Airways,Japan
689,BCY,WX,Cityjet,Ireland
690,SLA,LJ,Sierra National Airlines,Sierra Leone
691,TYM,7M,Tyumen Airlines,Russia
692,LAP,PZ,TAM Mercosur,Paraguay
693,JEC,JX,Jett8 Airlines Cargo,Singapore
694,ANE,YW,Air Nostrum LAMSA,Spain
696,EVA,BR,EVA Air,Taiwan ROC
698,AZX,7L,AB Airlines Cargo,United Kingdom
699,VIM,VL,Air VIA Bulgarian Airways,Bulgaria
700,ICL,5C,CAL Cargo Airlines,Israel
701,WIF,WF,Wideroe Cargo,Norway
702,MSK,VB,Maersk Air (UK),United Kingdom
704,OLT,OL,OLT- Ostfriesische Lufttransport GmbH,Germany
706,KQA,KQ,Kenya Airways,Kenya
707,ASM,S6,Air St Martin,Guadaloupe
708,JAZ,JO,JAL Ways,Japan
709,AKK,6L,Aklak Inc,Canada
712,JLH,,Jet Link,Netherlands
713,URA,U3,Uralinteravia,Russia
715,TUN,VK,Air Tungaru,Kiribati
716,MNB,MB,MNG Airlines,Turkey
717,OCA,R7,ASERCA Airlines,Venezuela
719,BGL,A8,Benin Golf Air,Benin
720,ORX,,Orex Airlines,Turkey
721,LAI,QL,Lesotho Airways,Lesotho
722,LER,KZ,Linea Aerea,Venezuela
723,CBE,QA,MexicanaClick,Mexico
724,SWR,LX,Swiss WorldCargo,Switzerland
725,ADM,YU,Aerolineas Dominicanas,Dominican Republic
726,FST,UD,Fast Air Carrier,Chile
727,FTI,FT,Fly FTI,United Kingdom
727,MYT,VZ,MyTravel,United Kingdom
729,TPA,QT,Tampa Cargo,Colombia
730,ACX,6U,ACG - Air Cargo Germany,Germany
731,CXA,MF,Xiamen Airlines,China PRC
732,UZS,C7,Samarkand Airways,Uzbekistan
733,DNV,D9,Donavia,Russia
734,TYR,VO,Tyrolean Airways/Austrian Arrows,Austria
736,KZA,K4,Kazakhstan Airlines (Kazair),Kazakhstan
737,SAT,SP,SATA - Air Açores,Azores
738,HVN,VN,Vietnam Airlines,Vietnam
739,SAN,WB,SAN Servicios Aereos Nacionales,Ecuador
740,SAI,NL,Shaheen Air International,Pakistan
741,NEC,3Z,Necon Air,Nepal
742,ROI,9V,Avior Airlines,Venezuela
743,AXX,M4,Avioimpex,Macedonia
745,BER,AB,Air Berlin,Germany
746,,2A,AECA-Aeroservicios Ecuatorianos CA,Ecuador
748,HMS,DU,Hemus Air,Bulgaria
749,LNK,4Z,Airlink,South Africa
750,BZH,DB,Brit Air,France
751,SYZ,,Southend Cargo Airlines,Zimbabwe
752,SKX,JZ,Skyways Express,Sweden
753,OMS,N3,Omskavia,Russia
754,TOM,BY,Thomson Airways,United Kingdom
