Gode,Gode,Ethiopia,GDE,HAGO,
Gore,Gore,Ethiopia,GOR,HAGR,
Gitega,Gitega,Burundi,GID,HBBE,
Gardo,Gardo,Somalia,GSR,HCMG,
Galcaio,Galcaio,Somalia,GLK,HCMR,
Airport,City,Country,IATA,ICAO,FAA
Shark El Oweinat International,,Egypt,GSQ,HEOW,
Garissa,Garissa,Kenya,GAS,HKGA,
Ghat,Ghat,Libya,GHT,HLGT,
Gisenyi,Gisenyi,Rwanda,GYI,HRYG,
Azaza,Gedaref,Sudan,GSU,HSGF,
Khashm El Girba,Khashm El Girba,Sudan,GBU,HSKG,
Gag Island,Gag Island,Indonesia,GAV,,
Gheshm,Gheshm,Iran,GSM,,
Gage,Gage,United States,GAG,KGAG,
Great Bend Municipal,Great Bend,United States,GBD,KGBD,
Garden City Regional,Garden City,United States,GCK,KGCK,
Grand Canyon National Park,Grand Canyon,United States,GCN,KGCN,
Dawson Community,Glendive,United States,GDV,KGDV,
Spokane International,Spokane,United States,GEG,KGEG,
Grand Forks International,Grand Forks,United States,GFK,KGFK,
Airport,City,Country,IATA,ICAO,FAA
East Texas Regional,Longview,United States,GGG,KGGG,
Wokal Field Glasgow International,Glasgow,United States,GGW,KGGW,
Grand Junction Regional,Grand Junction,United States,GJT,KGJT,
Mid Delta Regional,Greenville,United States,GLH,KGLH,
Scholes International At Galveston,Galveston,United States,GLS,KGLS,
Gainesville Regional,Gainesville,United States,GNV,KGNV,
Groton New London,Groton (New London),United States,GON,KGON,
Gulfport Biloxi International,Gulfport,United States,GPT,KGPT,
Austin Straubel International,Green Bay,United States,GRB,KGRB,
Central Nebraska Regional,Grand Island,United States,GRI,KGRI,
Robert Gray Army Air Field,Fort Hood/Killeen,United States,GRK,KGRK,
Gerald R. Ford International,Grand Rapids,United States,GRR,KGRR,
Piedmont Triad International,Greensboro,United States,GSO,KGSO,
Greenville Spartanburg International,Greenville,United States,GSP,KGSP,
Great Falls International,Great Falls,United States,GTF,KGTF,
Airport,City,Country,IATA,ICAO,FAA
Golden Triangle Regional,Columbus/W Point/Starkville,United States,GTR,KGTR,
Gallup Municipal,Gallup,United States,GUP,KGUP,
Majors,Greenville,United States,GVT,KGVT,
Richards-Gebaur Air Force Base,Belton,United States,GVW,KGVW,
Gary Chicago International,Gary,United States,GYY,KGYY,
Gorna Oryahovitsa,Gorna Oryahovitsa,Bulgaria,GOZ,LBGO,
Girona,Girona,Spain,GRO,LEGE,
Federico Garcia Lorca,Granada,Spain,GRX,LEGR,
Grenoble-Isère,Grenoble/Saint-Geoirs,France,GNB,LFLS,
Gap - Tallard,Avignon,France,GAT,LFNA,
Granville,Granville,France,GFR,LFRF,
Araxos,Patras,Greece,GPA,LGRX,
Genova / Sestri Cristoforo Colombo,Genova,Italy,GOA,LIMJ,
Grosseto,Grosetto,Italy,GRS,LIRS,
Hole_ov,Hole_ov,Czechia,GTW,LKHO,
Airport,City,Country,IATA,ICAO,FAA
Gush Katif,Gush Katif,Palestinian Territory,GHK,LLAZ,
Xewkija,Gozo,Malta,GZM,LMMG,
Graz,Graz,Austria,GRZ,LOWG,
Graciosa,Santa Cruz da Graciosa,Portugal,GRW,LPGR,
Geneva Cointrin International,Geneva,Switzerland,GVA,LSGG,
Gaziantep International,Gaziantep,Turkey,GZT,LTAJ,
Yasser Arafat International,Rafah,Palestinian Territory,GZA,LVGZ,
Gibraltar,Gibraltar,Gibraltar,GIB,LXGB,
Goulimime,Goulimime,Morocco,GLN,,
JAGS McCartney International,Cockburn Town,Turks and Caicos Islands,GDT,MBGT,
La Aurora,Guatemala City,Guatemala,GUA,MGGT,
La Laguna,Guanaja,Honduras,GJA,MHNJ,
Don Miguel Hidalgo Y Costilla International,Guadalajara,Mexico,GDL,MMGL,
General José María Yáñez International,Guaymas,Mexico,GYM,MMGM,
Guerrero Negro,Guerrero Negro,Mexico,GUB,MMGR,
Airport,City,Country,IATA,ICAO,FAA
Golfito,Golfito,Costa Rica,GLF,MRGF,
Guapiles,Pococi,Costa Rica,GPL,MRGP,
Mariana Grajales,Guantánamo,Cuba,GAO,MUGT,
Rafael Cabrera,Nueva Gerona,Cuba,GER,MUNG,
Owen Roberts International,Georgetown,Cayman Islands,GCM,MWCR,
Genting,Genting,Malaysia,GTB,,
Sungei Tekai,Sungei Tekai,Malaysia,GTK,,
Great Harbour Cay,,Bahamas,GHC,MYBG,
Exuma International,George Town,Bahamas,GGT,MYEF,
Totegegie,,French Polynesia,GMR,NTGJ,
Nouméa Magenta,Nouméa,New Caledonia,GEA,NWWM,
Great Barrier Aerodrome,Claris,New Zealand,GBZ,NZGB,
Greymouth,,New Zealand,GMN,NZGM,
Gisborne,Gisborne,New Zealand,GIS,NZGS,
Glentanner,Glentanner Station,New Zealand,GTN,NZGT,
Airport,City,Country,IATA,ICAO,FAA
Jizan Regional,Jizan,Saudi Arabia,GIZ,OEGN,
Gwadar International,Gwadar,Pakistan,GWD,OPGD,
Gilgit,Gilgit,Pakistan,GIL,OPGT,
Sayun International,Sayun,Yemen,GXF,OYSY,
Edward G. Pitka Sr,Galena,United States,GAL,PAGA,
Gulkana,Gulkana,United States,GKN,PAGK,
Golovin,Golovin,United States,GLV,PAGL,
Gambell,Gambell,United States,GAM,PAGM,
Gustavus,Gustavus,United States,GST,PAGS,
Garaina,Garaina,Papua New Guinea,GAR,AYGI,
Gasmata Island,Gasmata Island,Papua New Guinea,GMI,AYGT,
Green River,Green River,Papua New Guinea,GVI,AYGV,
Antonio B. Won Pat International,"Hagåtña, Guam International Airport",Guam,GUM,PGUM,
Gujrat,Gujrat,Pakistan,GRT,,
Lyudao,Lyudao,Taiwan,GNI,RCGI,
Airport,City,Country,IATA,ICAO,FAA
Yamagata,Yamagata,Japan,GAJ,RJSC,
Gimpo International,Seoul,South Korea,GMP,RKSS,
Tambler,General Santos,Philippines,GES,RPMB,
Grozny North,Grozny,Russia,GRV,URMG,
Gualeguaychu,Gualeguaychu,Argentina,GHU,SAAG,
Dr. Arturo H. Illia,General Roca,Argentina,GNR,SAHR,
Gobernador Gregores,Gobernador Gregores,Argentina,GGS,SAWR,
General Pico,General Pico,Argentina,GPO,SAZG,
Galeão - Antônio Carlos Jobim International,Rio De Janeiro,Brazil,GIG,SBGL,
Guajará-Mirim,Guajará-Mirim,Brazil,GJM,SBGM,
Santa Genoveva,Goiânia,Brazil,GYN,SBGO,
Guarulhos - Governador André Franco Montoro International,São Paulo,Brazil,GRU,SBGR,
Tancredo Thomas de Faria,Guarapuava,Brazil,GPB,SBGU,
Governador Valadares,Governador Valadares,Brazil,GVR,SBGV,
Guaratinguetá,Guaratinguetá,Brazil,GUJ,SBGW,
Airport,City,Country,IATA,ICAO,FAA
Santo Ângelo,Santo Ângelo,Brazil,GEL,SBNM,
Teniente Vidal,Coyhaique,Chile,GXQ,SCCY,
Seymour,Baltra,Ecuador,GPS,SEGS,
Simon Bolivar International,Guayaquil,Ecuador,GYE,SEGU,
Santiago Vila,Girardot,Colombia,GIR,SKGI,
Juan Casiano,Guapi,Colombia,GPI,SKGP,
Capitán de Av. Emilio Beltrán,Guayaramerín,Bolivia,GYA,SLGY,
Guarapari,Guarapari,Brazil,GUZ,SNGA,
Guadalupe,Guadalupe,Brazil,GDP,SNGD,
Guanambi,Guanambi,Brazil,GNM,SNGI,
Guimarães,Guimarães,Brazil,GMS,SNGM,
Gatokae,Gatokae,Solomon Islands,GTA,,
Guasdalito,,Venezuela,GDO,SVGD,
Guiria,,Venezuela,GUI,SVGI,
Guanare,Guanare,Venezuela,GUQ,SVGU,
Airport,City,Country,IATA,ICAO,FAA
Gurupi,Gurupi,Brazil,GRP,SWGI,
Bartica A,Bartica,Guyana,GFO,SYBT,
Cheddi Jagan International,Georgetown,Guyana,GEO,SYCJ,
Les Bases,Grand Bourg,Guadeloupe,GBJ,TFFM,
Geita,Geita,Tanzania,GIT,,
Atyrau,Atyrau,Kazakhstan,GUW,UATG,
Gabala International,Gabala,Azerbaijan,GBB,UBBQ,
Magdagachi,Magdagachi,Russia,GDG,UHBI,
Sokol,Magadan,Russia,GDX,UHMM,
Gomel,Gomel,Belarus,GME,UMGG,
Hrodna,Hrodna,Belarus,GNA,UMMG,
Gelendzhik,Gelendzhik,Russia,GDZ,URKG,
Nizhny Novgorod International,Nizhny Novgorod,Russia,GOJ,UWGG,
Guna,,India,GUX,VAGN,
Dabolim,Vasco da Gama,India,GOI,VAGO,
Airport,City,Country,IATA,ICAO,FAA
Gal Oya,Ampara,Sri Lanka,GOY,VCCG,
Gorakhpur,Gorakhpur,India,GOP,VEGK,
Lokpriya Gopinath Bordoloi International,Guwahati,India,GAU,VEGT,
Gaya,,India,GAY,VEGY,
Gwalior,Gwalior,India,GWL,VIGR,
Gorkha,Gorkha,Nepal,GKH,VNGK,
Gan International,Gan,Maldives,GAN,VRMG,
Gangaw,Gangaw,Burma,GAW,VYGG,
Gwa,Gwa,Burma,GWA,VYGW,
Gamarmalamo,Galela-Celebes Island,Indonesia,GLX,WAMA,
Jalaluddin,Gorontalo-Celebes Island,Indonesia,GTO,WAMG,
Gebe,Gebe Island,Indonesia,GEB,WAMJ,
Long Pasia,Long Miau,Malaysia,GSA,WBKN,
Binaka,Gunung Sitoli-Nias Island,Indonesia,GNS,WIMB,
Argyle,,Australia,GYL,YARG,
Airport,City,Country,IATA,ICAO,FAA
Boigu,,Australia,GIC,YBOI,
Gayndah,,Australia,GAH,YGAY,
South Goulburn Is,,Australia,GBL,YGBI,
Gunnedah,,Australia,GUH,YGDH,
Goondiwindi,,Australia,GOO,YGDI,
Gordon Downs,Gordon Downs,Australia,GDD,YGDN,
Gregory Downs,,Australia,GGD,YGDS,
Granite Downs,,Australia,GTS,YGDW,
Geraldton,,Australia,GET,YGEL,
Grafton,,Australia,GFN,YGFN,
Gibb River,,Australia,GBV,YGIB,
Gladstone,Gladstone,Australia,GLT,YGLA,
Goulburn,,Australia,GUL,YGLB,
Glengyle,,Australia,GLG,YGLE,
Geelong,,Australia,GEX,YGLG,
Airport,City,Country,IATA,ICAO,FAA
Glen Innes,,Australia,GLI,YGLI,
Glenormiston,,Australia,GLM,YGLO,
Greenvale,,Australia,GVP,YGNV,
Garden Point,,Australia,GPN,YGPT,
Groote Eylandt,Groote Eylandt,Australia,GTE,YGTE,
Griffith,Griffith,Australia,GFF,YGTH,
Georgetown,,Australia,GTT,YGTN,
Georgetown (Tas),,Australia,GEE,YGTO,
Gympie,,Australia,GYP,YGYM,
Mount Gunson,Mount Gunson,Australia,GSN,YMGN,
Gove,Nhulunbuy,Australia,GOV,YPGV,
Golmud,Golmud,China,GOQ,ZLGM,
Guangyuan,Guangyuan,China,GYS,ZUGU,
Montgomery County Airpark,Gaithersburg,United States,GAI,KGAI,
Galesburg Municipal,Galesburg,United States,GBG,KGBG,
Airport,City,Country,IATA,ICAO,FAA
Governor's Harbour,Governor's Harbour,Bahamas,GHB,MYEM,
Auxiliary Airfield,Grand Bahama,Bahamas,GBI,MYGM,
Galbraith Lake,Galbraith Lake,United States,GBH,PAGB,
Point Salines International,Saint George's,Grenada,GND,TGPY,
Gamboola,,Australia,GBP,YGAM,
Guanghan,Civil Aviation Flight University of China,China,GHN,ZUGH,
Baltimore Greenbelt T,Baltimore,United States,GBO,,
RAF Gatow (No longer in operation),Berlin,Germany,GWW,,
Big Bay,Big Bay,Vanuatu,GBA,,
Northeast Alabama Regional,"Gadsden, AL",United States,GAD,,
Lee Gilmer Memorial,Gainesville,United States,GVL,,
Gakona,Gakona,United States,GAK,,
Galion Municipal,Galion,United States,GQQ,,
Gamarra,Gamarra,Colombia,GRA,,
Ganes Creek,Ganes Creek,United States,GEK,,
Airport,City,Country,IATA,ICAO,FAA
Garachiné,Garachiné,Panama,GHE,,
Garbaharey,Garbaharey,Somalia,GBM,,
Gardez,Gardez,Afghanistan,GRG,,
Garoe,Garoe,Somalia,GGR,,
Garuahi,Garuahi,Papua New Guinea,GRH,,
Gascoyne Junction,Gascoyne Junction,Australia,GSC,,
Gasuke,Gasuke,Papua New Guinea,GBC,,
Gatlinburg-Pigeon Forge,Sevierville,United States,GKT,,
Gaylord Regional,Gaylord,United States,GLR,,
Sussex County,Georgetown,United States,GED,,
Georgetown County,Georgetown,United States,GGE,,
Gettysburg,Gettysburg,United States,GTY,,
Gewoia,Gewoia,Papua New Guinea,GEW,,
Ghazni,Ghazni,Afghanistan,GZI,,
Ghent,Ghent,Belgium,GNE,,
Airport,City,Country,IATA,ICAO,FAA
Ghimbi,Ghimbi,Ethiopia,GHD,,
Giebelstadt,Giebelstadt,Germany,GHF,,
Gilgal,Villa Claret,Colombia,GGL,,
Gillette Campbell County,Gillette,United States,GCC,,
Gladwin Zettel Memorial,Gladwin,United States,GDW,,
Glendale Fokker Field,"Glendale, WV",United States,GWV,,
Glennallen,Glennallen,United States,GLQ,,
Floyd Bennett Memorial,Glens Falls,United States,GFL,,
Glenwood Springs,Glenwood Springs,United States,GWS,,
Gnarowein,Gnarowein,Papua New Guinea,GWN,,
Golden Horn Lodge Seaplane Base,Golden Horn Lodge,United States,GDH,,
Goldsworthy,Goldsworthy,Australia,GLY,,
Gonaili,Gonaili,Papua New Guinea,GOE,,
Gooding Municipal,Gooding,United States,GNG,,
Renner Field-Goodland Municipal,Goodland,United States,GLD,,
Airport,City,Country,IATA,ICAO,FAA
Phoenix Goodyear,"Goodyear, AZ",United States,GYR,,
Gora Airstrip,Gora,Papua New Guinea,GOC,,
Gordon,Gordon,United States,GRN,,
Gosford,Gosford,Australia,GOS,,
Goshen,Goshen,United States,GSH,,
Gounda,Gounda,Central African Republic,GDA,,
Gracias,Gracias,Honduras,GAC,,
Grand Cess,Grand Cess,Liberia,GRC,,
Grand Marais Cook County,Grand Marais,United States,GRM,,
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids,United States,GPZ,,
Granite Mountain Air Station,Granite Mountain,United States,GMT,,
Grants-Milan Municipal,Grants,United States,GNT,,
Gravatai,Gravatai,Brazil,GCV,,
Walter J. Koladza,Great Barrington,United States,GBR,,
Malmstrom Air Force Base,Great Falls,United States,GFA,,
Airport,City,Country,IATA,ICAO,FAA
Great Keppel Is,Great Keppel Island,Australia,GKL,,
Weld County,Greeley,United States,GXY,,
Green Islands,Green Islands,Papua New Guinea,GEI,,
Green Turtle,Green Turtle,Bahamas,GTC,,
Pope Field,Greenfield,United States,GFD,,
Donaldson Center,Greenville,United States,GDC,,
Greenville Downtown,Greenville,United States,GMU,,
Leflore,Greenwood,United States,GWO,,
Greenwood County,Greenwood,United States,GRD,,
Grenfell,Grenfell,Australia,GFE,,
South Big Horn County,Greybull,United States,GEY,,
Guacamayas,Guacamayas,Colombia,GCA,,
Guadalcanal,Guadalcanal,Solomon Islands,GSI,,
Gualaco,Gualaco,Honduras,GUO,,
Guamal,Guamal,Colombia,GAA,,
Airport,City,Country,IATA,ICAO,FAA
Guari,Guari,Papua New Guinea,GUG,,
Guerima,Guerima,Colombia,GMC,,
Jack Edwards,"Gulf Shores, AL",United States,GUF,,
Gulgubip,Gulgubip,Papua New Guinea,GLP,,
Gunnison Crested Butte Regional,Gunnison,United States,GUC,,
Guthrie-Edmond Regional,Guthrie,United States,GOK,,
Guymon,Guymon,United States,GUY,,
Kongoboumba,Kongoboumba,Gabon,GKO,,
Miele Mimbale,Miele Mimbale,Gabon,GIM,,
NAF,Mildenhall,United Kingdom,GXH,,
Gunter AFB,Montgomery,United States,GUN,,
Monument Valley,Goulding's Lodge,United States,GMV,,
Grissom Afb,"Peru, Indiana",United States,GUS,,
Port Fitzroy,Port Fitzroy,New Zealand,GBS,,
Rheindahlen,Rheindahlen,Germany,GMY,,
Airport,City,Country,IATA,ICAO,FAA
Goodfellow AFB,San Angelo,United States,GOF,,
San Giovanni Rotondo,San Giovanni Rotondo,Italy,GBN,,
Gray Army Air Field,Fort Lewis/Tacoma,United States,GRF,,
Taltheilei Narrows,Taltheilei Narrows,Canada,GSL,,
Togiak Fish,Togiak Fish,United States,GFB,,
Winter Haven Municipal - Gilbert Field,Winter Haven,United States,GIF,,
Ben Slimane,Ben Slimane,Morocco,GMD,GMMB,
Kirawira B Aerodrome,Grumeti Game Reserve,Tanzania,GTZ,,
Kakamega,Kakamega,Kenya,GGM,HKKG,
Grand Canyon West,Peach Springs,United States,GCW,,K1G4
Gansner Field,Quincy,United States,GNF,,K2O1
Grants Pass,Grants Pass,United States,GTP,,K3S8
Grand Coulee Dam,Electric City,United States,GCD,,K3W7
Greater Southwest International-Amon Carter Field,Fort Worth,United States,GSW,KGSW,
San Carlos Apache,Globe,United States,GLB,,KP13
Airport,City,Country,IATA,ICAO,FAA
Besançon-La Vèze,Besançon/La Vèze,France,GBQ,LFQM,
Imroz,Gökçeada,Turkey,GKD,LTFK,
_anlıurfa GAP,_anlıurfa,Turkey,GNY,LTCS,
Gazipa_a,Gazipa_a,Turkey,GZP,LTFG,
San José,Puerto San José,Guatemala,GSJ,MGSJ,
Gombe Lawanti International,Gombe,Nigeria,GMO,DNGO,
Gachsaran,Gachsaran,Iran,GCH,OIAH,
Gorgan,Gorgan,Iran,GBT,OING,
Garzón La Jagua,Garzón,Colombia,GLJ,SKGZ,
Heydar Aliyev International,Baku,Azerbaijan,GYD,UBBB,
Maygatka.,Sovetskaya Gavan,Russia,GVN,UHKM,
Gostomel,Kiev,Ukraine,GML,UKKM,
Sigiriya Air Force Base,Sigiriya,Sri Lanka,GIU,VCCS,
Gelephu,Gelephu,Bhutan,GLU,VQGP,
Kooddoo,Huvadhu Atoll,Maldives,GKK,VRMO,
Airport,City,Country,IATA,ICAO,FAA
Mount Gordon,Mount Gordon Mine,Australia,GPD,YGON,
Guyuan Liupanshan,Guyuan,China,GYU,ZLGY,
Honiara International,Honiara,Solomon Islands,HIR,AGGH,
Heathlands,Heathlands,Australia,HAT,,
Highbury,Highbury,Australia,HIG,,
Hayman Island Resort Seaplane Base,Hayman Island,Australia,HIS,,
Helenvale,Helenvale,Australia,HLV,,
Kimbe,Hoskins,Papua New Guinea,HKN,AYHK,
Mount Hagen Kagamuga,Mount Hagen,Papua New Guinea,HGU,AYMH,
Haskovo,Haskovo,Bulgaria,HKV,,
Hólmavík,Hólmavík,Iceland,HVK,BIHK,
Hornafjordur,Hornafjordur,Iceland,HFN,BIHN,
Husavik,Husavik,Iceland,HZK,BIHU,
Króksta_armelar,Hvammstangi,Iceland,HVM,BIHV,
Hukuntsi,Hukuntsi,Botswana,HUK,,
Huizhou,Huizhou,China,HUZ,ZGHZ,
Airport,City,Country,IATA,ICAO,FAA
Oued Irara,Hassi Messaoud,Algeria,HME,DAUH,
Korhogo,Korhogo,Côte d'Ivoire,HGO,DIKO,
Heringsdorf,Heringsdorf,Germany,HDF,EDAH,
Hamburg,Hamburg,Germany,HAM,EDDH,
Hannover,Hannover,Germany,HAJ,EDDV,
Frankfurt-Hahn,Hahn,Germany,HHN,EDFH,
Hof-Plauen,Hof,Germany,HOQ,EDQM,
Heide-Büsum,Büsum,Germany,HEI,EDXB,
Helgoland-Düne,Helgoland,Germany,HGL,EDXH,
Helsinki Malmi,Helsinki,Finland,HEM,EFHF,
Helsinki Vantaa,Helsinki,Finland,HEL,EFHK,
Hyvinkaa,,Finland,HYV,EFHV,
Haverfordwest,Haverfordwest,United Kingdom,HAW,EGFE,
Humberside,Grimsby,United Kingdom,HUY,EGNJ,
Anglesey,Angelsey,United Kingdom,HLY,EGOV,
Airport,City,Country,IATA,ICAO,FAA
Wycombe Air Park,High Wycombe,United Kingdom,HYC,EGTB,
RAF Linton-On-Ouse,Linton-On-Ouse,United Kingdom,HRT,EGXU,
Stafsberg,Hamar,Norway,HMR,ENHA,
Haugesund,Karmøy,Norway,HAU,ENHD,
Hammerfest,Hammerfest,Norway,HFT,ENHF,
Hasvik,Hasvik,Norway,HAA,ENHK,
Valan,Honningsvåg,Norway,HVG,ENHV,
"Ørsta-Volda, Hovden",Ørsta,Norway,HOV,ENOV,
Halmstad,Halmstad,Sweden,HAD,ESMT,
Hudiksvall,Hudiksvall,Sweden,HUV,ESNH,
Hagfors,,Sweden,HFS,ESOH,
Hultsfred,,Sweden,HLF,ESSF,
Hemavan,,Sweden,HMV,ESUT,
Hluhluwe,Hluhluwe,South Africa,HLW,FAHL,
Harrismith,Harrismith,South Africa,HRS,FAHR,
Airport,City,Country,IATA,ICAO,FAA
Hoedspruit Air Force Base,Hoedspruit,South Africa,HDS,FAHS,
Lanseria,Johannesburg,South Africa,HLA,FALA,
Prince Said Ibrahim International,Moroni,Comoros,HAH,FMCH,
Analalava,,Madagascar,HVA,FMNL,
Harare International,Harare,Zimbabwe,HRE,FVHA,
Hwange National Park,Hwange,Zimbabwe,HWN,FVWN,
Hastings,Freetown,Sierra Leone,HGS,GFHA,
Humera,Humera,Ethiopia,HUE,HAHU,
Eil,Eil,Somalia,HCM,HCME,
Egal International,Hargeisa,Somalia,HGA,HCMH,
Borg El Arab International,Alexandria,Egypt,HBE,HEBA,
Hurghada International,Hurghada,Egypt,HRG,HEGN,
Haelogo,Haelogo,Papua New Guinea,HEO,,
Hanchey Army (Fort Rucker),Fort Rucker Ozark,United States,HEY,KHEY,
Shilavo,Shilavo,Ethiopia,HIL,,HIL
Airport,City,Country,IATA,ICAO,FAA
Hola,Hola,Kenya,HOA,HKHO,
Hon,,Libya,HUQ,HLON,
Khatgal,Hatgal,Mongolia,HTM,,
Hawabango,Hawabango,Papua New Guinea,HWA,,
Yampa Valley,Hayden,United States,HDN,KHDN,
Hagerstown Regional Richard A Henson Field,Hagerstown,United States,HGR,KHGR,
Chisholm Hibbing,Hibbing,United States,HIB,KHIB,
Hickory Regional,Hickory,United States,HKY,KHKY,
Helena Regional,Helena,United States,HLN,KHLN,
Huron Regional,Huron,United States,HON,KHON,
Memorial Field,Hot Springs,United States,HOT,KHOT,
William P Hobby,Houston,United States,HOU,KHOU,
Westchester County,White Plains,United States,HPN,KHPN,
Valley International,Harlingen,United States,HRL,KHRL,
Boone County,Harrison,United States,HRO,KHRO,
Airport,City,Country,IATA,ICAO,FAA
Billy Mitchell,Hatteras,United States,HNC,KHSE,
Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,
Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS,
Terre Haute International Hulman Field,Terre Haute,United States,HUF,KHUF,
Tweed New Haven,New Haven,United States,HVN,KHVN,
Havre City County,Havre,United States,HVR,KHVR,
Barnstable Municipal Boardman Polando Field,Hyannis,United States,HYA,KHYA,
Hays Regional,Hays,United States,HYS,KHYS,
Merville-Calonne,Merville/Calonne,France,HZB,LFQT,
Athen Helenikon,Athens,Greece,HEW,LGAT,
Heraklion International Nikos Kazantzakis,Heraklion,Greece,HER,LGIR,
Haifa International,Haifa,Israel,HFA,LLHA,
Hohenems-Dornbirn,Hohenems / Dornbirn,Austria,HOH,LOIH,
Horta,Horta,Portugal,HOR,LPHR,
Herrera,Santo Domingo,Dominican Republic,HEX,MDHE,
Airport,City,Country,IATA,ICAO,FAA
Huehuetenango,Huehuetenango,Guatemala,HUG,MGHT,
Henzada,Henzada,Burma,HEB,,
Bahías de Huatulco International,Huatulco,Mexico,HUX,MMBT,
General Ignacio P. Garcia International,Hermosillo,Mexico,HMO,MMHO,
José Martí International,Havana,Cuba,HAV,MUHA,
Frank Pais International,Holguin,Cuba,HOG,MUHG,
Hikueru Atoll,Hikueru Atoll,French Polynesia,HHZ,NTGH,
Huahine-Fare,Fare,French Polynesia,HUH,NTTH,
Hao,,French Polynesia,HOI,NTTO,
Nesson,Houailou,New Caledonia,HLU,NWWH,
Hokitika Airfield,,New Zealand,HKK,NZHK,
Hamilton International,Hamilton,New Zealand,HLZ,NZHN,
Herat,,Afghanistan,HEA,OAHR,
Al Ahsa,,Saudi Arabia,HOF,OEAH,
Hail,,Saudi Arabia,HAS,OEHL,
Airport,City,Country,IATA,ICAO,FAA
King Khaled Military City,King Khaled Military City,Saudi Arabia,HBT,OEKK,
Hamadan,Hamadan,Iran,HDM,OIHH,
Hyderabad,Hyderabad,Pakistan,HDD,OPKD,
Hodeidah International,Hodeida,Yemen,HOD,OYHD,
Holy Cross,Holy Cross,United States,HCR,PAHC,
Haines,Haines,United States,HNS,PAHN,
Homer,Homer,United States,HOM,PAHO,
Hooper Bay,Hooper Bay,United States,HPB,PAHP,
Hydaburg Seaplane Base,Hydaburg,United States,HYG,PAHY,
Hoonah,Hoonah,United States,HNH,PAOH,
Hayfields,Bainyik,Papua New Guinea,HYF,,
Dillingham Airfield,Mokuleia,United States,HDH,PHDH,
Wheeler Army Airfield,Wahiawa,United States,HHI,PHHI,
Hana,Hana,United States,HNM,PHHN,
Honolulu International,Honolulu,United States,HNL,PHNL,
Airport,City,Country,IATA,ICAO,FAA
Mansehra,Mansehra,Pakistan,HRA,,
Humacao,Humacao,Puerto Rico,HUC,,
Hengchun,Hengchung,Taiwan,HCN,RCKW,
Hualien,Hualien City,Taiwan,HUN,RCYU,
Hiroshimanishi,,Japan,HIW,RJBH,
Hakodate,Hakodate,Japan,HKD,RJCH,
Saga,Saga,Japan,HSG,RJFS,
Hiroshima,Hiroshima,Japan,HIJ,RJOA,
Hachinohe,,Japan,HHE,RJSH,
Hanamaki,,Japan,HNA,RJSI,
Hachijojima,Hachijojima,Japan,HAC,RJTH,
Tokyo International,Tokyo,Japan,HND,RJTT,
Sacheon Air Base,Sacheon,South Korea,HIN,RKPS,
Hateruma,Hateruma,Japan,HTR,RORH,
Chos Malal,Chos Malal,Argentina,HOS,SAHC,
Airport,City,Country,IATA,ICAO,FAA
Hato Corozal,Hato Corozal,Colombia,HTZ,SKHC,
Alferez Fap David Figueroa Fernandini,Huánuco,Perú,HUU,SPNC,
Chita-Kadala,Chita,Russia,HTA,UIAA,
Kharkiv International,Kharkiv,Ukraine,HRK,UKHH,
Khmelnytskyi,Khmelnytskyi,Ukraine,HMJ,UKLH,
Khatanga,Khatanga,Russia,HTG,UOHH,
Hubli,Hubli,India,HBX,VAHB,
Khajuraho,Khajuraho,India,HJR,VAKJ,
Hong Kong International Kai Tak,Hong Kong,Hong Kong,HKG,VHHH,
Shun Tak,Hong Kong,Hong Kong,HHP,VHST,
Hissar,,India,HSS,VIHR,
"Rajiv Gandhi International, Shamshabad",Hyderabad,India,HYD,VOHS,
Hanimaadhoo,Haa Dhaalu Atoll,Maldives,HAQ,VRMH,
Mae Hong Son,,Thailand,HGN,VTCH,
Hua Hin,Hua Hin,Thailand,HHQ,VTPH,
Airport,City,Country,IATA,ICAO,FAA
Phuket International,Phuket,Thailand,HKT,VTSP,
Hat Yai International,Hat Yai,Thailand,HDY,VTSS,
Cat Bi International,Haiphong,Vietnam,HPH,VVCI,
Noi Bai International,Hanoi,Vietnam,HAN,VVNB,
Phu Bai,Hue,Vietnam,HUI,VVPB,
Heho,Heho,Burma,HEH,VYHH,
Hommalinn,Hommalinn,Burma,HOX,VYHL,
Halim Perdanakusuma International,Jakarta,Indonesia,HLP,WIHH,
Hamilton Island,Hamilton Island,Australia,HTI,YBHM,
Wilpena Pound,Hawker,Australia,HWK,YHAW,
Hay,,Australia,HXX,YHAY,
Hervey Bay,Hervey Bay,Australia,HVB,YHBA,
Humbert River,,Australia,HUB,YHBR,
Headingly,,Australia,HIP,YHDY,
Horn Island,Horn Island,Australia,HID,YHID,
Airport,City,Country,IATA,ICAO,FAA
Halls Creek,,Australia,HCQ,YHLC,
Hermannsburg,,Australia,HMG,YHMB,
Hamilton,,Australia,HLT,YHML,
Hooker Creek,,Australia,HOK,YHOO,
Hopetoun,,Australia,HTU,YHPN,
Horsham,,Australia,HSM,YHSM,
Hughenden,,Australia,HGD,YHUG,
Hobart International,Hobart,Australia,HBA,YMHB,
