19,98442268 - 102628,كاوتشه افيكو - اميري,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,0,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,6,كاوتش/قواعد,7,اميري,36,EMMERRE,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
20,713591,صره عجل افيكو - ايرفي,0,ÓáÚå,0,0,0,0,0,1,0,1,0,0,1,0,0,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,9,طنابير وصرروتيل وزغادوسنترك,45,ايرفي,13,ERREVI,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
21,,طلمبه زيت افيكو974 - اصلي,0,ÓáÚå,0,0,0,0,0,1,0,1,0,0,1,0,0,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,10,طلمبات /رداخات/اصلاحاتهم,10,اصلي,2,MEK DIESEL,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
22,310677570,طنبوره عجل مرسيدس - الماني,0,ÓáÚå,0,0,0,0,0,84,0,84,0,0,84,0,450,5,منتج كامل,1,وحده,7,المانيا,1,نقل,9,طنابير وصرروتيل وزغادوسنترك,80,الماني,14,الماني,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
23,060056.T,صباب هواء مرسيدس 355 ديزل - تكنوستار,0,ÓáÚå,0,0,396,0,396,192,0,192,0,0,192,0,20,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,7,صبابات/دلايل,20,تكنوستار,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
24,060055.T,صباب شكمان مرسيدس 355 ديزل - تكنوستار,0,ÓáÚå,0,0,390,0,390,186,0,186,0,0,186,0,20,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,7,صبابات/دلايل,20,تكنوستار,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
25,3054210101,طنبوره عجل مرسيدس - الماني,0,ÓáÚå,0,0,0,0,0,23,0,23,0,0,23,0,0,5,منتج كامل,1,وحده,7,المانيا,1,نقل,9,طنابير وصرروتيل وزغادوسنترك,80,الماني,14,الماني,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
26,363423010,طنبوره عجل مرسيدس - الماني,0,ÓáÚå,0,0,0,0,0,1,0,1,0,0,1,0,300,5,منتج كامل,1,وحده,7,المانيا,1,نقل,9,طنابير وصرروتيل وزغادوسنترك,80,الماني,14,الماني,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
27,E-142 - 4782877,مروحه افيكو 941/104- H.T.P,0,ÓáÚå,0,0,0,0,0,24,0,24,0,0,24,0,160,5,منتج كامل,1,وحده,6,تركيا,1,نقل,3,مراوح/فلانشات,81,H .T. P,15,ELITE,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
28,E-99 - 18425,مروحه افيكو كارجو - H.T.P,0,ÓáÚå,0,0,0,0,0,56,0,56,0,0,56,0,200,5,منتج كامل,1,وحده,6,تركيا,1,نقل,3,مراوح/فلانشات,81,H .T. P,15,ELITE,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
29,E-147 - 98468151,مروحه افيكو ايروكارجو H.T.P - 120E18,0,ÓáÚå,0,0,0,0,0,40,0,40,0,0,40,0,475,5,منتج كامل,1,وحده,6,تركيا,1,نقل,3,مراوح/فلانشات,81,H .T. P,15,ELITE,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
30,E-148 - 500333136 - 504024647,مروحه افيكو ديلي H.T.P - C11,0,ÓáÚå,0,0,0,0,0,61,0,61,0,0,61,0,175,5,منتج كامل,1,وحده,6,تركيا,1,نقل,3,مراوح/فلانشات,81,H .T. P,15,ELITE,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
31,E-150 - 5003535523,مروحه افيكو ايروستار-كورسور- H.T.P,0,ÓáÚå,0,0,0,0,0,3,0,3,0,0,3,0,550,5,منتج كامل,1,وحده,6,تركيا,1,نقل,3,مراوح/فلانشات,81,H .T. P,15,ELITE,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
32,E-110 - 51006010256,مروحه مان H.T.P - F2000,0,ÓáÚå,0,0,0,0,0,71,0,71,0,0,71,0,475,5,منتج كامل,1,وحده,6,تركيا,1,نقل,3,مراوح/فلانشات,81,H .T. P,15,ELITE,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
33,060056.H,صباب هواء مرسيدس 355 ديزل - HTK,0,ÓáÚå,0,0,144,0,144,194,0,194,0,0,194,0,21,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
34,060055.H,صباب شكمان مرسيدس 355 ديزل - HTK,0,ÓáÚå,0,0,144,0,144,172,0,172,0,0,172,0,21,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
39,060094.H,صباب شكمان غزاله 422 تيله عاليه - HTK,0,ÓáÚå,0,0,15,0,15,710,0,710,0,0,710,0,37.5,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
40,060093.H,صباب هواء غزاله 422 تيله عاليه - HTK,0,ÓáÚå,0,0,116,0,116,165,0,165,0,0,165,0,37.5,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
41,CR 1190,بليه دبرياج اوبل / كادت - بريدا,0,ÓáÚå,0,0,0,0,0,72,0,72,0,0,72,0,35,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,30,بلي / بيض,50,بريدا,46,LORETT,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
42,PBS 162,طلمبه بنزين اوبل -Gp,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,80,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,10,طلمبات /رداخات/اصلاحاتهم,37,GP,40,G.P,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
43,PA 163 - 1334029,طلمبه مياه اوبل - GWP,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,155,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,10,طلمبات /رداخات/اصلاحاتهم,36,GWP,87,GWP,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
44,PA 603 - 90271492 - 1334024,طلمبه مياه اوبل كورسا - GWP,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,135,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,10,طلمبات /رداخات/اصلاحاتهم,36,GWP,87,GWP,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
45,PA 169 - 1334062,طلمبه مياه اوبل ريكورد - GWP,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,255,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,10,طلمبات /رداخات/اصلاحاتهم,70,GMP,87,GWP,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
46,GOP 1010 - 374176,كوبلن اوبل فيكترا -INTER BRAKES,0,ÓáÚå,0,0,110,0,110,108,0,108,0,0,108,0,235,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,40,كوبلن,132,INTER BRAKES,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
47,081009/10.T,صباب هواء اسكانيا 113 - تكنوستار,0,ÓáÚå,0,0,570,0,570,0,0,0,0,0,0,0,30,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,7,صبابات/دلايل,20,تكنوستار,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
48,081008/10.T,صباب شكمان اسكانيا 113 - تكنوستار,0,ÓáÚå,0,0,534,0,534,412,0,412,0,0,412,0,30,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,7,صبابات/دلايل,20,تكنوستار,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
49,081009/ 10.H,صباب هواء اسكانيا 113 - HTK,0,ÓáÚå,0,0,372,0,372,22,0,22,0,0,22,0,30,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
50,081008/ 10.H,صباب شكمان اسكانيا 113 - HTK,0,ÓáÚå,0,0,408,0,408,1874,0,1874,0,0,1874,0,30,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
51,081016/10.H,صباب هواء اسكانيا HTK - K94,0,ÓáÚå,0,0,120,0,120,216,0,216,0,0,216,0,30,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
52,081015 / 10.H,صباب شكمان اسكانيا HTK - K94,0,ÓáÚå,0,0,120,0,120,218,0,218,0,0,218,0,30,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
53,VKC 141432,كوبلن اوبل كورسا - INTER BRAKES,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,155,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,40,كوبلن,132,INTER BRAKES,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
54,GOP 970 - 374346,كوبلن اوبل كورسا - INTER BRAKES,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,225,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,40,كوبلن,132,INTER BRAKES,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
55,12028,كستبان تاكيه ثابت اوبل,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,25,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,20,مسامير+عصفوره سيخ تاكيه+كستبان,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
56,1565-09,وش سلندر اوبل,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,1500,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,19,ماتور-وش سلندر-كارتير-كرنك,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
57,80*98*10/7.7 - 0682546,اويل سيل كرنك اوبل 80*98*10/7.7- FEBI,0,ÓáÚå,0,0,0,0,0,26,0,26,0,0,26,0,20,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,5,اويل سيل صباب+صره+عجل,133,FEBI,88,FEBI,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
58,8*42*26,اويل سيل اوبل ( 26*42*8),0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,8,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,5,اويل سيل صباب+صره+عجل,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
59,54*82*11.5,اويل سيل كرنك اوبل ( 54*82*11.5),0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,20,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,5,اويل سيل صباب+صره+عجل,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
61,31011/3,جوان وش سلندر 128-1100 - تكنوستار (دوبل),0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,0,5,منتج كامل,1,وحده,5,ايطاليا,2,ملاكي,8,جوانات واطقم-اساتك,20,تكنوستار,31,RECORD,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
65,TD-50-238DR - 9408200261,فانوسNEW MQDEL AXQR,0,ÓáÚå,0,0,0,0,0,57,0,57,0,0,57,0,0,5,منتج كامل,1,وحده,0,مصر,1,نقل,32,فوانيس/مرايات/اجزاء اشاره,88,صيني,99,CHANGZHOU T&D,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
69,999542/10.T,صباب شكمان مان2صباب 372 - تكنوستار,0,ÓáÚå,0,0,172,0,172,40,0,40,0,0,40,0,35,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,7,صبابات/دلايل,20,تكنوستار,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
70,999541/10.T,صباب هواء مان2 صباب 372 - تكنوستار,0,ÓáÚå,0,0,171,0,171,39,0,39,0,0,39,0,35,5,منتج كامل,1,وحده,5,ايطاليا,1,نقل,7,صبابات/دلايل,20,تكنوستار,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
71,26160S,صباب هواء مرسيدس 200/102 - سوفركس,0,ÓáÚå,0,0,0,0,0,744,0,744,0,0,744,0,0,5,منتج كامل,1,وحده,4,فرنسا,2,ملاكي,7,صبابات/دلايل,20,تكنوستار,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
72,2655-S,صباب مرسيدس ملاكي 230/200/115 - سوفركس,0,ÓáÚå,0,0,0,0,0,280,0,280,0,0,280,0,0,5,منتج كامل,1,وحده,4,فرنسا,2,ملاكي,7,صبابات/دلايل,21,سوفركس,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
73,999560 - 1328537.H,صباب هواء اسكانيا 124 - HTK,0,ÓáÚå,0,0,252,0,252,84,0,84,0,0,84,0,0,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
74,999559 - 1333230.H,صباب شكمان اسكانيا 124 - HTK,0,ÓáÚå,0,0,252,0,252,88,0,88,0,0,88,0,0,5,منتج كامل,1,وحده,7,المانيا,1,نقل,7,صبابات/دلايل,23,HTK,18,TECNO STAR,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
75,1009 (STD),زوج سبيكه بيئل 912نصر ( 6 سلندر ) - STD - تركي,0,ÓáÚå,0,0,385,0,385,1874,0,1874,0,0,1874,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
76,1027 (STD),زوج سبيكه كرسي 912 (6 سلندر ) - STD - تركي,0,ÓáÚå,0,0,333,0,333,0,0,0,0,0,0,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
77,1009 (010),زوج سبيكه بيئل نصر 912 (6 سلندر ) - 0.25 - تركي,0,ÓáÚå,0,0,350,0,350,109,0,109,0,0,109,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
78,1027 (010),زوج سبيكه كرسي 912 ( 6 سلندر ) - 010 - تركي,0,ÓáÚå,0,0,293,0,293,9,0,9,0,0,9,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
79,1009 (020),زوج سبيكه بيئل نصر912 ( 6 سلندر ) - 020 - تركي,0,ÓáÚå,0,0,397,0,397,602,0,602,0,0,602,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
80,1027 (020),زوج سبيكه كرسي نصر 912 ( 6 سلندر )020 - تركي,0,ÓáÚå,0,0,325,0,325,573,0,573,0,0,573,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
81,1009 (030),زوج سبيكه بيئل نصر 912 ( 6 سلندر ) - 030 - تركي,0,ÓáÚå,0,0,982,0,982,876,0,876,0,0,876,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
82,1027 (030),زوج سبيكه كرسي نصر 912 ( 6 سلندر ) - 030 - تركي,0,ÓáÚå,0,0,800,0,800,803,0,803,0,0,803,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
83,1009 (040),زوج سبيكه بيئل نصر 912 ( 6 سلندر ) - 040 - تركي,0,ÓáÚå,0,0,204,0,204,6,0,6,0,0,6,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
84,1027 (040),زوج سبيكه كرسي نصر 912 ( 6 سلندر ) - 040 - تركي,0,ÓáÚå,0,0,144,0,144,141,0,141,0,0,141,0,17,5,منتج كامل,1,وحده,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
85,RBSK 1496,طقم تيل قباقيب بدون لقمه امامي ايروتراكر- EGe FREN,0,ÓáÚå,0,0,0,0,0,39,0,39,0,0,39,0,0,5,منتج كامل,7,طقم,6,تركيا,1,نقل,9,طنابير وصرروتيل وزغادوسنترك,44,EGE FREN,51,EGE FREN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
86,7260 - 6271 (010),طقم سبيكه كرسي وبيل مرسيدس366- 010 - تركي,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,390,5,منتج كامل,7,طقم,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
87,RZ656,ماستر عجل رينو - سوفركس,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,0,5,منتج كامل,1,وحده,4,فرنسا,2,ملاكي,16,مساتر/اصلاحاتها,21,سوفركس,23,NUOVA TECNODELTA,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
88,7260 - 6271 (030),طقم سبيكه كرسي بيل مرسيدس 366 - 030 - تركي,0,ÓáÚå,0,0,0,0,0,0,0,0,0,0,0,0,390,5,منتج كامل,7,طقم,6,تركيا,1,نقل,24,مستلزمات سبيكه,27,SAHIN,30,SAHIN,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0,غير محدد,0
